Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept
4072768,223738004,Laccadive islands,Location,Observation,SNOMED,Valid,Standard
4072769,223739007,Nicobar islands,Location,Observation,SNOMED,Valid,Standard
4072771,223743006,Irian Jaya,Location,Observation,SNOMED,Valid,Standard
4072772,223759006,Sabah,Location,Observation,SNOMED,Valid,Standard
4072773,223763004,Cebu,Location,Observation,SNOMED,Valid,Standard
4072774,223765006,Luzon,Location,Observation,SNOMED,Valid,Standard
4072775,223770004,Palawan,Location,Observation,SNOMED,Valid,Standard
4072776,223771000,Panay,Location,Observation,SNOMED,Valid,Standard
4072870,223772007,Samar,Location,Observation,SNOMED,Valid,Standard
4072878,223787002,South Island,Location,Observation,SNOMED,Valid,Standard
4072881,223792000,Clare,Location,Observation,SNOMED,Valid,Standard
4072882,223794004,Cork - county,Location,Observation,SNOMED,Valid,Standard
4072884,223797006,Galway,Location,Observation,SNOMED,Valid,Standard
4072885,223799009,Kildare,Location,Observation,SNOMED,Valid,Standard
4072886,223802000,Leinster,Location,Observation,SNOMED,Valid,Standard
4072887,223812007,Roscommon,Location,Observation,SNOMED,Valid,Standard
4072888,223814008,Tipperary,Location,Observation,SNOMED,Valid,Standard
4072889,223816005,Westmeath,Location,Observation,SNOMED,Valid,Standard
4072890,223825004,Cephalonia,Location,Observation,SNOMED,Valid,Standard
4072892,223827007,Paxos,Location,Observation,SNOMED,Valid,Standard
4072893,223828002,Lefkada,Location,Observation,SNOMED,Valid,Standard
4072894,223830000,Lemnos,Location,Observation,SNOMED,Valid,Standard
4072895,223834009,Skiros,Location,Observation,SNOMED,Valid,Standard
4072896,223839004,Sardinia,Location,Observation,SNOMED,Valid,Standard
4072897,223848009,Mallorca,Location,Observation,SNOMED,Valid,Standard
4072901,223865000,Bedfordshire,Location,Observation,SNOMED,Valid,Standard
4072903,223873009,Derbyshire,Location,Observation,SNOMED,Valid,Standard
4072904,223879008,Gloucestershire,Location,Observation,SNOMED,Valid,Standard
4072906,223889007,Lincolnshire,Location,Observation,SNOMED,Valid,Standard
4072908,223892006,North Yorkshire,Location,Observation,SNOMED,Valid,Standard
4072909,223894007,Northumberland,Location,Observation,SNOMED,Valid,Standard
4072910,223901006,Suffolk,Location,Observation,SNOMED,Valid,Standard
4072911,223920008,County Armagh,Location,Observation,SNOMED,Valid,Standard
4072912,223921007,County Belfast,Location,Observation,SNOMED,Valid,Standard
4072913,223924004,County Londonderry,Location,Observation,SNOMED,Valid,Standard
4072915,223931000,Regions of Scotland,Location,Observation,SNOMED,Valid,Standard
4072916,223935009,Fife,Location,Observation,SNOMED,Valid,Standard
4072917,223936005,Grampian,Location,Observation,SNOMED,Valid,Standard
4072919,223940001,Strathclyde,Location,Observation,SNOMED,Valid,Standard
4072920,223959004,Scottish island,Location,Observation,SNOMED,Valid,Standard
4072921,223962001,Kintyre,Location,Observation,SNOMED,Valid,Standard
4072922,223966003,Skye,Location,Observation,SNOMED,Valid,Standard
4072923,223967007,Regions of Wales,Location,Observation,SNOMED,Valid,Standard
4072924,223968002,Welsh counties,Location,Observation,SNOMED,Valid,Standard
4072925,223970006,Dyfed,Location,Observation,SNOMED,Valid,Standard
4072926,223971005,Gwent,Location,Observation,SNOMED,Valid,Standard
4073017,223975001,South Glamorgan,Location,Observation,SNOMED,Valid,Standard
4073018,223976000,West Glamorgan,Location,Observation,SNOMED,Valid,Standard
4073021,223995007,Bahaman island,Location,Observation,SNOMED,Valid,Standard
4073024,224005009,St. Croix,Location,Observation,SNOMED,Valid,Standard
4073026,224010008,Wake island,Location,Observation,SNOMED,Valid,Standard
4073032,223354003,Alderney,Location,Observation,SNOMED,Valid,Standard
4073037,223396004,Raiatea,Location,Observation,SNOMED,Valid,Standard
4073038,223400004,St. Barthelemy,Location,Observation,SNOMED,Valid,Standard
4073039,223409003,Virgin Gorda,Location,Observation,SNOMED,Valid,Standard
4073312,224632003,Mixed sex boarding school,Location,Observation,SNOMED,Valid,Standard
4073313,224633008,Apartment building,Location,Observation,SNOMED,Valid,Standard
4073314,224638004,Apartment converted from house basement,Location,Observation,SNOMED,Valid,Standard
4073315,224641008,Castle,Location,Observation,SNOMED,Valid,Standard
4073316,224644000,Semi-detached house,Location,Observation,SNOMED,Valid,Standard
4073317,224647007,Mews house,Location,Observation,SNOMED,Valid,Standard
4073318,224655000,Prefab,Location,Observation,SNOMED,Valid,Standard
4073319,224656004,Chalet bungalow,Location,Observation,SNOMED,Valid,Standard
4073320,224658003,Semi-detached bungalow,Location,Observation,SNOMED,Valid,Standard
4073321,224660001,Mews bungalow,Location,Observation,SNOMED,Valid,Standard
4073322,224669000,Waterborne dwelling,Location,Observation,SNOMED,Valid,Standard
4073323,224672007,Narrow boat,Location,Observation,SNOMED,Valid,Standard
4073326,224696002,Lounge-diner room,Location,Observation,SNOMED,Valid,Standard
4073327,224700005,Bedroom,Location,Observation,SNOMED,Valid,Standard
4073329,224021004,Prince Edward island,Location,Observation,SNOMED,Valid,Standard
4073330,224024007,Yukon Territory,Location,Observation,SNOMED,Valid,Standard
4073331,224027000,Newfoundland island,Location,Observation,SNOMED,Valid,Standard
4073332,224031006,Banks island,Location,Observation,SNOMED,Valid,Standard
4073333,224032004,Ellesmere island,Location,Observation,SNOMED,Valid,Standard
4073731,223497007,Geographical continent,Location,Observation,SNOMED,Valid,Standard
4073742,223529004,Zaire,Location,Observation,SNOMED,Valid,Standard
4073746,223561000,Ivory Coast,Location,Observation,SNOMED,Valid,Standard
4073757,223745004,Lesser Sunda island,Location,Observation,SNOMED,Valid,Standard
4073759,223748002,Sumba,Location,Observation,SNOMED,Valid,Standard
4073869,223755000,Kyushu,Location,Observation,SNOMED,Valid,Standard
4073872,223762009,Bohol,Location,Observation,SNOMED,Valid,Standard
4073873,223768008,Mindoro,Location,Observation,SNOMED,Valid,Standard
4073876,223791007,Cavan,Location,Observation,SNOMED,Valid,Standard
4073877,223795003,Donegal,Location,Observation,SNOMED,Valid,Standard
4073878,223798001,Kerry,Location,Observation,SNOMED,Valid,Standard
4073879,223803005,Leitrim,Location,Observation,SNOMED,Valid,Standard
4073880,223806002,Louth,Location,Observation,SNOMED,Valid,Standard
4073881,223809009,Monaghan,Location,Observation,SNOMED,Valid,Standard
4073882,223811000,Offaly,Location,Observation,SNOMED,Valid,Standard
4073885,223817001,Wexford,Location,Observation,SNOMED,Valid,Standard
4073887,223824000,Ionian island,Location,Observation,SNOMED,Valid,Standard
4073888,223829005,Zante,Location,Observation,SNOMED,Valid,Standard
4073891,223857003,Devil's island,Location,Observation,SNOMED,Valid,Standard
4073892,223874003,Devonshire,Location,Observation,SNOMED,Valid,Standard
4073893,223877005,East Sussex,Location,Observation,SNOMED,Valid,Standard
4073895,223880006,Greater London,Location,Observation,SNOMED,Valid,Standard
4073896,223883008,Hereford and Worcester,Location,Observation,SNOMED,Valid,Standard
4073897,223884002,Hertfordshire,Location,Observation,SNOMED,Valid,Standard
4073898,223885001,Humberside,Location,Observation,SNOMED,Valid,Standard
4073901,223904003,West Yorkshire,Location,Observation,SNOMED,Valid,Standard
4073902,223906001,Warwickshire,Location,Observation,SNOMED,Valid,Standard
4073903,223908000,Wiltshire,Location,Observation,SNOMED,Valid,Standard
4073904,223911004,English islands,Location,Observation,SNOMED,Valid,Standard
4073907,223915008,Tresco,Location,Observation,SNOMED,Valid,Standard
4073909,223919002,County Antrim,Location,Observation,SNOMED,Valid,Standard
4073910,223925003,County Tyrone,Location,Observation,SNOMED,Valid,Standard
4073911,223939003,Lothian,Location,Observation,SNOMED,Valid,Standard
4073912,223941002,Tayside,Location,Observation,SNOMED,Valid,Standard
4073913,223963006,Mull,Location,Observation,SNOMED,Valid,Standard
4073914,223965004,Shetland,Location,Observation,SNOMED,Valid,Standard
4073915,223969005,Clwyd,Location,Observation,SNOMED,Valid,Standard
4073916,223973008,Mid Glamorgan,Location,Observation,SNOMED,Valid,Standard
4073917,223974002,Powys,Location,Observation,SNOMED,Valid,Standard
4073918,223988003,Welsh island,Location,Observation,SNOMED,Valid,Standard
4073919,223993000,East Falkland,Location,Observation,SNOMED,Valid,Standard
4074185,224887004,Hospital waiting room,Location,Observation,SNOMED,Valid,Standard
4074186,224888009,Health education room,Location,Observation,SNOMED,Valid,Standard
4074190,224906007,Third floor,Location,Observation,SNOMED,Valid,Standard
4074194,224925005,Countryside,Location,Observation,SNOMED,Valid,Standard
4074195,224926006,Inner city,Location,Observation,SNOMED,Valid,Standard
4074196,224931008,Between top and bottom of staircase,Location,Observation,SNOMED,Valid,Standard
4074197,224933006,Unlicensed residential camp site,Location,Observation,SNOMED,Valid,Standard
4074483,224631005,Girls boarding school,Location,Observation,SNOMED,Valid,Standard
4074484,224634002,Apartment within converted house,Location,Observation,SNOMED,Valid,Standard
4074592,224636000,Apartment converted from house ground floor,Location,Observation,SNOMED,Valid,Standard
4074593,224639007,Tenement,Location,Observation,SNOMED,Valid,Standard
4074594,224640009,High-rise building,Location,Observation,SNOMED,Valid,Standard
4074595,224642001,Mansion,Location,Observation,SNOMED,Valid,Standard
4074596,224645004,Link-detached house,Location,Observation,SNOMED,Valid,Standard
4074597,224646003,Terraced house,Location,Observation,SNOMED,Valid,Standard
4074598,224649005,House converted from barn or mill,Location,Observation,SNOMED,Valid,Standard
4074599,224651009,Windmill,Location,Observation,SNOMED,Valid,Standard
4074600,224657008,Detached bungalow,Location,Observation,SNOMED,Valid,Standard
4074601,224664005,Bed-sitting room,Location,Observation,SNOMED,Valid,Standard
4074602,224666007,Bus converted to mobile home,Location,Observation,SNOMED,Valid,Standard
4074603,224674008,Motel,Location,Observation,SNOMED,Valid,Standard
4074606,224690008,Reception room,Location,Observation,SNOMED,Valid,Standard
4074607,224693005,Separate eating room,Location,Observation,SNOMED,Valid,Standard
4074610,224901002,General floor level,Location,Observation,SNOMED,Valid,Standard
4074611,224904005,First floor,Location,Observation,SNOMED,Valid,Standard
4074612,224913007,Tenth floor,Location,Observation,SNOMED,Valid,Standard
4074614,224922008,Basement floor,Location,Observation,SNOMED,Valid,Standard
4074615,224923003,Bottom of staircase,Location,Observation,SNOMED,Valid,Standard
4074617,224928007,Regional secure unit,Location,Observation,SNOMED,Valid,Standard
4074618,224932001,Top of staircase,Location,Observation,SNOMED,Valid,Standard
4074630,223994006,West Falkland,Location,Observation,SNOMED,Valid,Standard
4074631,223996008,Turks island,Location,Observation,SNOMED,Valid,Standard
4074632,223997004,Caicos island,Location,Observation,SNOMED,Valid,Standard
4074633,224006005,St. John,Location,Observation,SNOMED,Valid,Standard
4074634,224013005,Alberta,Location,Observation,SNOMED,Valid,Standard
4074635,224014004,British Columbia,Location,Observation,SNOMED,Valid,Standard
4074636,224015003,Manitoba,Location,Observation,SNOMED,Valid,Standard
4074637,224028005,Labrador,Location,Observation,SNOMED,Valid,Standard
4074638,224029002,District of Northwest Territories,Location,Observation,SNOMED,Valid,Standard
4074641,224052003,Kauai,Location,Observation,SNOMED,Valid,Standard
4074642,224055001,Molokai,Location,Observation,SNOMED,Valid,Standard
4074643,224056000,Oahu,Location,Observation,SNOMED,Valid,Standard
4075056,223362006,Bora-Bora,Location,Observation,SNOMED,Valid,Standard
4075057,223377003,Gran Canaria,Location,Observation,SNOMED,Valid,Standard
4075058,223384006,Isle of Wight,Location,Observation,SNOMED,Valid,Standard
4075060,223387004,La Palma,Location,Observation,SNOMED,Valid,Standard
4075061,223392002,Moorea,Location,Observation,SNOMED,Valid,Standard
4075064,223399006,Sark,Location,Observation,SNOMED,Valid,Standard
4075065,223401000,St. Eustatius,Location,Observation,SNOMED,Valid,Standard
4075066,223402007,St. Maarten,Location,Observation,SNOMED,Valid,Standard
4075067,223407001,Tenerife,Location,Observation,SNOMED,Valid,Standard
4075194,223496003,Geographical and/or political region of the world,Location,Observation,SNOMED,Valid,Standard
4075520,224643006,Detached house,Location,Observation,SNOMED,Valid,Standard
4075521,224652002,Water driven mill,Location,Observation,SNOMED,Valid,Standard
4075522,224653007,Cottage,Location,Observation,SNOMED,Valid,Standard
4075523,224654001,Bungalow,Location,Observation,SNOMED,Valid,Standard
4075524,224662009,Flat over shop,Location,Observation,SNOMED,Valid,Standard
4075525,224663004,Single room,Location,Observation,SNOMED,Valid,Standard
4075526,224665006,Fixed-site mobile home,Location,Observation,SNOMED,Valid,Standard
4075527,224668008,Vehicle converted to mobile home,Location,Observation,SNOMED,Valid,Standard
4075534,224697006,Recreation room,Location,Observation,SNOMED,Valid,Standard
4075535,224698001,Workshop,Location,Observation,SNOMED,Valid,Standard
4075629,224701009,Kitchen,Location,Observation,SNOMED,Valid,Standard
4075631,224709006,Location inside building,Location,Observation,SNOMED,Valid,Standard
4075632,224710001,Upstairs,Location,Observation,SNOMED,Valid,Standard
4075633,223684004,Yugoslavia,Location,Observation,SNOMED,Valid,Standard
4075643,223710007,St. Vincent and the Grenadines,Location,Observation,SNOMED,Valid,Standard
4075650,223730006,Cape Province,Location,Observation,SNOMED,Valid,Standard
4075651,223737009,Andaman islands,Location,Observation,SNOMED,Valid,Standard
4075653,223749005,Sulawesi,Location,Observation,SNOMED,Valid,Standard
4075654,223752002,Honshu,Location,Observation,SNOMED,Valid,Standard
4075655,223753007,Hokkaido,Location,Observation,SNOMED,Valid,Standard
4075656,223764005,Leyte,Location,Observation,SNOMED,Valid,Standard
4075658,223767003,Mindanao,Location,Observation,SNOMED,Valid,Standard
4075659,223769000,Negros,Location,Observation,SNOMED,Valid,Standard
4075660,223785005,North Island,Location,Observation,SNOMED,Valid,Standard
4075661,223801007,Laois,Location,Observation,SNOMED,Valid,Standard
4075663,223807006,Mayo,Location,Observation,SNOMED,Valid,Standard
4075664,223808001,Meath,Location,Observation,SNOMED,Valid,Standard
4075666,223818006,Wicklow,Location,Observation,SNOMED,Valid,Standard
4075667,223832008,Rhodes,Location,Observation,SNOMED,Valid,Standard
4075668,223833003,Skiathos,Location,Observation,SNOMED,Valid,Standard
4075669,223835005,Thasos,Location,Observation,SNOMED,Valid,Standard
4075672,223842005,Azores,Location,Observation,SNOMED,Valid,Standard
4075673,223843000,Madeira,Location,Observation,SNOMED,Valid,Standard
4075674,223845007,Balearic islands,Location,Observation,SNOMED,Valid,Standard
4075675,223846008,Formentera,Location,Observation,SNOMED,Valid,Standard
4075677,223858008,Isles du Salut,Location,Observation,SNOMED,Valid,Standard
4075678,223861009,Great Britain,Location,Observation,SNOMED,Valid,Standard
4075679,223862002,Regions of England,Location,Observation,SNOMED,Valid,Standard
4075681,223866004,Berkshire,Location,Observation,SNOMED,Valid,Standard
4075682,223875002,Dorsetshire,Location,Observation,SNOMED,Valid,Standard
4075684,223881005,Greater Manchester,Location,Observation,SNOMED,Valid,Standard
4075685,223882003,Hampshire,Location,Observation,SNOMED,Valid,Standard
4075686,223888004,Leicestershire,Location,Observation,SNOMED,Valid,Standard
4075687,223890003,Merseyside,Location,Observation,SNOMED,Valid,Standard
4075688,223893001,Northamptonshire,Location,Observation,SNOMED,Valid,Standard
4075689,223897000,Shropshire,Location,Observation,SNOMED,Valid,Standard
4075786,223899002,South Yorkshire,Location,Observation,SNOMED,Valid,Standard
4075787,223900007,Staffordshire,Location,Observation,SNOMED,Valid,Standard
4075788,223903009,West Sussex,Location,Observation,SNOMED,Valid,Standard
4075789,223905002,Tyne and Wear,Location,Observation,SNOMED,Valid,Standard
4075790,223907005,West Midlands,Location,Observation,SNOMED,Valid,Standard
4075792,223922000,County Down,Location,Observation,SNOMED,Valid,Standard
4075794,223932007,Border region,Location,Observation,SNOMED,Valid,Standard
4075795,223934008,Dumfries and Galloway,Location,Observation,SNOMED,Valid,Standard
4075797,223942009,Western Isles,Location,Observation,SNOMED,Valid,Standard
4075798,223960009,Arran,Location,Observation,SNOMED,Valid,Standard
4075803,224019009,Nova Scotia,Location,Observation,SNOMED,Valid,Standard
4075804,224022006,Quebec,Location,Observation,SNOMED,Valid,Standard
4075805,224023001,Saskatchewan,Location,Observation,SNOMED,Valid,Standard
4075806,224026009,District of Newfoundland province,Location,Observation,SNOMED,Valid,Standard
4075807,224030007,Baffin island,Location,Observation,SNOMED,Valid,Standard
4075808,224035002,Kitikmeot,Location,Observation,SNOMED,Valid,Standard
4075810,224889001,Toilet on hospital premises,Location,Observation,SNOMED,Valid,Standard
4075813,224902009,Ground floor,Location,Observation,SNOMED,Valid,Standard
4075814,224903004,Upper floor,Location,Observation,SNOMED,Valid,Standard
4075815,224907003,Fourth floor,Location,Observation,SNOMED,Valid,Standard
4075816,224911009,Eighth floor,Location,Observation,SNOMED,Valid,Standard
4075817,224914001,Eleventh floor and above of building,Location,Observation,SNOMED,Valid,Standard
4075819,224927002,Medium secure unit,Location,Observation,SNOMED,Valid,Standard
4075821,224934000,Derelict land,Location,Observation,SNOMED,Valid,Standard
4076089,224047008,District of Columbia,Location,Observation,SNOMED,Valid,Standard
4076496,224630006,Boys boarding school,Location,Observation,SNOMED,Valid,Standard
4076497,224635001,Apartment converted from house upper floor,Location,Observation,SNOMED,Valid,Standard
4076499,224648002,Private annex,Location,Observation,SNOMED,Valid,Standard
4076500,224650005,Mill,Location,Observation,SNOMED,Valid,Standard
4076501,224659006,Terraced bungalow,Location,Observation,SNOMED,Valid,Standard
4076502,224661002,Maisonette,Location,Observation,SNOMED,Valid,Standard
4076503,224667003,Truck converted to mobile home,Location,Observation,SNOMED,Valid,Standard
4076504,224670004,Houseboat,Location,Observation,SNOMED,Valid,Standard
4076512,224691007,Lounge,Location,Observation,SNOMED,Valid,Standard
4076513,224692000,Sitting room,Location,Observation,SNOMED,Valid,Standard
4076514,224694004,Breakfast room,Location,Observation,SNOMED,Valid,Standard
4076515,224695003,Dining room,Location,Observation,SNOMED,Valid,Standard
4076516,224699009,Study,Location,Observation,SNOMED,Valid,Standard
4076517,224707008,Cellar,Location,Observation,SNOMED,Valid,Standard
4076518,224708003,Outbuilding to home,Location,Observation,SNOMED,Valid,Standard
4076615,224711002,Downstairs,Location,Observation,SNOMED,Valid,Standard
4076617,224890005,Hospital reception area,Location,Observation,SNOMED,Valid,Standard
4076621,224905006,Second floor,Location,Observation,SNOMED,Valid,Standard
4076622,224908008,Fifth floor,Location,Observation,SNOMED,Valid,Standard
4076623,224909000,Sixth floor,Location,Observation,SNOMED,Valid,Standard
4076624,224910005,Seventh floor,Location,Observation,SNOMED,Valid,Standard
4076625,224912002,Ninth floor,Location,Observation,SNOMED,Valid,Standard
4077972,276339004,Environment,Location,Observation,SNOMED,Valid,Standard
4082251,182719007,Antigen-free surroundings,Location,Observation,SNOMED,Valid,Standard
4093479,18710005,Underwater habitat,Location,Observation,SNOMED,Valid,Standard
4094681,262514009,Urban road,Location,Observation,SNOMED,Valid,Standard
4095138,262504000,Chairside,Location,Observation,SNOMED,Valid,Standard
4105390,257558003,Apartment attached to business premises,Location,Observation,SNOMED,Valid,Standard
4105391,257559006,Automatic railway level crossing with half-barriers,Location,Observation,SNOMED,Valid,Standard
4105392,257560001,Railway level crossing without gates or barriers,Location,Observation,SNOMED,Valid,Standard
4105393,257564005,Apartment,Location,Observation,SNOMED,Valid,Standard
4105394,257570004,Basketball court,Location,Observation,SNOMED,Valid,Standard
4105395,257571000,Building under construction,Location,Observation,SNOMED,Valid,Standard
4105396,257588007,Coastal sea,Location,Observation,SNOMED,Valid,Standard
4105397,257595003,Derelict factory,Location,Observation,SNOMED,Valid,Standard
4105398,257598001,Dock - marine,Location,Observation,SNOMED,Valid,Standard
4105399,257600007,Dock premises,Location,Observation,SNOMED,Valid,Standard
4105400,257602004,Dry dock,Location,Observation,SNOMED,Valid,Standard
4105401,257603009,Educational establishment,Location,Observation,SNOMED,Valid,Standard
4105402,257606001,Factory building,Location,Observation,SNOMED,Valid,Standard
4105403,257607005,Factory loading platform,Location,Observation,SNOMED,Valid,Standard
4105404,257608000,Factory premises,Location,Observation,SNOMED,Valid,Standard
4105405,257614007,Flood water,Location,Observation,SNOMED,Valid,Standard
4105406,257616009,Forest,Location,Observation,SNOMED,Valid,Standard
4105410,257650000,Office block,Location,Observation,SNOMED,Valid,Standard
4105411,257651001,Office building,Location,Observation,SNOMED,Valid,Standard
4105412,257655005,Parking place,Location,Observation,SNOMED,Valid,Standard
4105413,257657002,Recreational facility,Location,Observation,SNOMED,Valid,Standard
4105414,257663006,Prairie,Location,Observation,SNOMED,Valid,Standard
4105491,257678004,Public utility,Location,Observation,SNOMED,Valid,Standard
4105492,257683007,Railway line,Location,Observation,SNOMED,Valid,Standard
4105493,257684001,Railway running on roadway,Location,Observation,SNOMED,Valid,Standard
4105495,257691003,Road junction,Location,Observation,SNOMED,Valid,Standard
4105496,257692005,Rooming house,Location,Observation,SNOMED,Valid,Standard
4105497,257695007,Rural minor road,Location,Observation,SNOMED,Valid,Standard
4105498,257699001,School playground,Location,Observation,SNOMED,Valid,Standard
4105499,257700000,Seaside resort,Location,Observation,SNOMED,Valid,Standard
4105500,257706006,Stadium,Location,Observation,SNOMED,Valid,Standard
4105501,257707002,Storage garage,Location,Observation,SNOMED,Valid,Standard
4105502,257712001,Swimming pool,Location,Observation,SNOMED,Valid,Standard
4105503,257714000,Tented camp,Location,Observation,SNOMED,Valid,Standard
4107278,257566007,Automatic railway level crossing with gates,Location,Observation,SNOMED,Valid,Standard
4107279,257567003,Badminton court,Location,Observation,SNOMED,Valid,Standard
4107280,257573002,Boarding house,Location,Observation,SNOMED,Valid,Standard
